ad_condition,dual_response,purchased_203,purchased_303,pages_opened,clicked_203,clicked_303,session_duration,num_unique,num_unique_nonad,opened_second_page,genre_rank_purchased,ad_type
1,1,0,1,2,0,1,3.0833333,3,2,1,1,3ad
5,0,0,1,2,0,1,5.2166667,1,0,1,2,2ad
4,1,0,1,1,0,1,10.166667,1,0,0,3,3ad
5,1,0,1,5,0,1,6.8000002,4,3,1,1,2ad
5,1,0,1,1,0,1,2.5,3,2,0,1,2ad
6,1,0,1,1,0,1,1.4833333,1,0,0,4,4ad
3,1,0,1,2,0,1,2.2,1,0,1,1,4ad
4,1,0,1,1,0,1,1.9166666,1,0,0,3,3ad
6,1,0,1,5,0,1,3.55,3,2,1,2,4ad
5,0,0,1,2,0,1,3.4333334,1,0,1,1,2ad
4,1,0,1,2,0,1,1.0833334,1,0,1,1,3ad
4,0,0,1,2,0,1,1.5,1,0,1,5,3ad
6,1,0,1,1,0,1,2.3,1,0,0,5,4ad
1,1,0,1,9,0,1,9.9666662,7,6,1,2,3ad
4,1,0,1,1,0,1,1.0666667,1,0,0,1,3ad
1,1,0,1,2,0,1,3.1166666,2,1,1,1,3ad
6,0,0,1,2,0,1,1.4333333,1,0,1,1,4ad
6,1,0,1,1,0,1,7.8833332,1,0,0,5,4ad
5,1,0,1,3,0,1,4.9333334,2,1,1,2,2ad
4,1,0,1,8,0,1,7.5166669,1,0,1,2,3ad
5,0,0,1,1,0,1,.75,1,0,0,1,2ad
5,0,0,1,3,0,1,3.1666667,4,3,1,1,2ad
4,1,0,1,1,0,1,1.3333334,1,0,0,5,3ad
5,1,0,1,2,0,1,.98333335,1,0,1,2,2ad
6,1,0,1,1,0,1,1.0833334,1,0,0,2,4ad
6,0,0,1,2,0,1,1.9333333,2,1,1,1,4ad
6,1,0,1,1,0,1,.89999998,1,0,0,4,4ad
4,0,0,1,2,0,1,.89999998,1,0,1,1,3ad
4,1,0,1,1,0,1,1.5333333,1,0,0,1,3ad
3,1,0,1,2,0,1,3.4000001,1,0,1,4,4ad
5,0,0,1,2,0,1,1.9666667,1,0,1,2,2ad
5,1,0,1,1,0,1,3.9833333,1,0,0,5,2ad
5,1,0,1,1,0,1,1.3333334,1,0,0,3,2ad
6,0,0,1,1,0,1,3.0666666,1,0,0,4,4ad
6,1,0,1,1,0,1,.76666665,1,0,0,2,4ad
6,1,0,1,2,0,1,1.3,1,0,1,4,4ad
1,1,0,1,2,0,1,1.8166667,1,0,1,5,3ad
4,0,0,1,1,0,1,1.6,1,0,0,1,3ad
1,0,0,1,2,0,1,.69999999,1,0,1,3,3ad
4,1,0,1,1,0,1,1.5166667,1,0,0,3,3ad
6,1,0,1,1,0,1,8.2333336,1,0,0,1,4ad
4,1,0,1,10,0,1,8.2166662,2,1,1,2,3ad
6,1,0,1,2,0,1,1.8333334,1,0,1,1,4ad
5,0,0,1,1,0,1,.60000002,1,0,0,4,2ad
3,1,0,1,2,0,1,4.9333334,1,0,1,4,4ad
6,1,0,1,1,0,1,1.8833333,1,0,0,3,4ad
6,1,0,1,1,0,1,1.3666667,1,0,0,3,4ad
4,1,0,1,2,0,1,.81666666,1,0,1,3,3ad
2,1,0,1,2,0,1,1.5666667,1,0,1,4,2ad
3,1,0,1,2,0,1,1.3166667,1,0,1,2,4ad
6,0,0,1,11,0,1,9.3500004,5,4,1,3,4ad
6,1,0,1,15,0,1,2.0833333,1,0,1,3,4ad
5,1,0,1,1,0,1,1.7,1,0,0,1,2ad
5,0,0,1,10,0,1,5.0666666,1,0,1,2,2ad
6,0,0,1,4,0,1,3.4166667,1,0,1,2,4ad
2,1,0,1,3,0,1,2.8499999,2,1,1,2,2ad
6,1,0,1,3,0,1,3.3,3,2,1,2,4ad
5,0,0,1,2,0,1,1.7666667,1,0,1,3,2ad
6,1,0,1,1,0,1,.18333334,1,0,0,1,4ad
3,0,0,1,2,0,1,2.9666667,1,0,1,3,4ad
6,1,0,1,2,0,1,1.7666667,1,0,1,2,4ad
1,1,0,1,3,1,1,3.4166667,2,0,1,1,3ad
2,0,0,1,2,0,1,.81666666,1,0,1,1,2ad
1,0,0,1,2,0,1,2.7666667,1,0,1,1,3ad
1,0,0,1,2,0,1,2.9000001,1,0,1,3,3ad
5,0,0,1,2,0,1,2.3666666,1,0,1,1,2ad
5,1,0,1,1,0,1,1.3,1,0,0,2,2ad
3,1,0,1,9,0,1,11.95,1,0,1,1,4ad
1,1,0,1,11,0,1,4.25,3,2,1,1,3ad
4,0,0,1,2,0,1,1.0666667,1,0,1,1,3ad
4,0,0,1,2,0,1,1.0666667,1,0,1,2,3ad
5,1,0,1,1,0,1,2.5333333,1,0,0,4,2ad
3,1,0,1,3,0,1,3,1,0,1,5,4ad
4,1,0,1,2,0,1,1.5333333,1,0,1,2,3ad
4,1,0,1,1,0,1,4.9833331,1,0,0,3,3ad
4,0,0,1,2,0,1,2.4000001,1,0,1,2,3ad
4,0,0,1,1,0,1,2.9000001,1,0,0,1,3ad
6,1,0,1,1,0,1,3.3333333,1,0,0,,4ad
4,1,0,1,2,0,1,3.5333333,1,0,1,3,3ad
4,1,0,1,1,0,1,1.2833333,1,0,0,4,3ad
4,1,0,1,2,0,1,1.45,1,0,1,3,3ad
5,0,0,1,2,0,1,1.55,1,0,1,2,2ad
6,1,0,1,1,0,1,13.716666,1,0,0,4,4ad
4,1,0,1,1,0,1,23.066668,2,1,0,1,3ad
3,0,0,1,5,0,1,4.8666668,3,2,1,1,4ad
6,1,0,1,1,0,1,.61666667,1,0,0,4,4ad
6,0,0,1,3,0,1,1.2666667,1,0,1,2,4ad
4,0,0,1,1,0,1,1.5166667,1,0,0,2,3ad
4,0,0,1,2,0,1,1.5333333,1,0,1,3,3ad
3,1,0,1,5,0,1,4.5,2,1,1,2,4ad
4,0,0,1,10,0,1,9.333333,1,0,1,1,3ad
4,1,0,1,1,0,1,.80000001,1,0,0,1,3ad
4,1,0,1,1,0,1,2.7833333,1,0,0,2,3ad
5,1,0,1,1,0,1,1.2833333,1,0,0,1,2ad
4,1,0,1,1,0,1,1.7333333,1,0,0,1,3ad
4,1,0,1,2,0,1,2.55,1,0,1,5,3ad
5,1,0,1,1,0,1,1.25,1,0,0,3,2ad
5,0,0,1,1,0,1,5.5166669,3,2,0,2,2ad
5,1,0,1,2,0,1,20.700001,1,0,1,4,2ad
5,0,0,1,1,0,1,2.0166667,1,0,0,3,2ad
5,0,0,1,1,0,1,1.3666667,1,0,0,1,2ad
6,1,0,1,1,0,1,.81666666,1,0,0,5,4ad
1,1,0,1,2,0,1,1.5166667,1,0,1,5,3ad
4,1,0,1,1,0,1,1.85,1,0,0,3,3ad
6,0,0,1,2,0,1,1.1833333,1,0,1,5,4ad
4,0,0,1,2,0,1,1.1333333,1,0,1,2,3ad
6,0,0,1,1,0,1,.78333336,1,0,0,4,4ad
6,1,0,1,1,0,1,7.7666669,3,2,0,2,4ad
4,1,0,1,10,0,1,6.5833335,3,2,1,2,3ad
6,0,0,1,2,1,1,1.3333334,2,0,1,3,4ad
3,1,0,1,3,0,1,3,2,1,1,1,4ad
6,1,0,1,2,0,1,1.1333333,1,0,1,3,4ad
6,0,0,1,10,0,1,2,1,0,1,4,4ad
5,1,0,1,1,0,1,1.35,1,0,0,2,2ad
5,0,0,1,2,0,1,1.6333333,1,0,1,2,2ad
6,1,0,1,1,0,1,1.0833334,1,0,0,2,4ad
5,1,0,1,2,0,1,1.7833333,1,0,1,1,2ad
4,0,0,1,2,0,1,1.1833333,1,0,1,3,3ad
5,1,0,1,10,0,1,3.55,1,0,1,1,2ad
5,1,0,1,2,0,1,.73333335,1,0,1,4,2ad
3,1,0,1,4,0,1,5.3833332,3,2,1,1,4ad
2,0,0,1,2,0,1,.88333333,1,0,1,2,2ad
6,1,0,1,2,0,1,1.1,1,0,1,1,4ad
1,1,0,1,2,0,1,1.8666667,2,1,1,1,3ad
2,0,0,1,2,0,1,3.5333333,1,0,1,3,2ad
5,0,0,1,2,0,1,3.6333334,3,2,1,1,2ad
4,0,0,1,5,0,1,5.5333333,4,3,1,1,3ad
1,1,0,1,2,0,1,1.5333333,1,0,1,2,3ad
5,1,0,1,1,0,1,1.15,1,0,0,1,2ad
4,1,0,1,1,0,1,1.2,1,0,0,1,3ad
6,1,0,1,2,0,1,1.45,1,0,1,2,4ad
5,1,0,1,1,0,1,1.3,1,0,0,3,2ad
4,0,0,1,1,0,1,1.1833333,1,0,0,1,3ad
5,0,0,1,2,0,1,2.7333333,1,0,1,1,2ad
5,1,0,1,2,0,1,2.7333333,2,1,1,2,2ad
5,0,0,1,2,0,1,1.4333333,1,0,1,1,2ad
2,1,0,1,2,0,1,5.8833332,1,0,1,2,2ad
6,1,0,1,1,0,1,2.7666667,1,0,0,4,4ad
2,0,0,1,2,0,1,1.9333333,1,0,1,3,2ad
6,1,0,1,1,0,1,1.1166667,1,0,0,3,4ad
0,0,0,1,11,0,1,3.1333334,1,0,1,2,1ad
6,0,0,1,2,0,1,1.2666667,1,0,1,2,4ad
3,0,0,1,2,0,1,2.8,2,1,1,4,4ad
4,0,0,1,2,0,1,1.6666666,1,0,1,4,3ad
5,0,0,1,3,0,1,2.6333334,1,0,1,1,2ad
5,1,0,1,5,0,1,7.3000002,3,2,1,1,2ad
5,1,0,1,1,0,1,.68333334,1,0,0,1,2ad
4,1,0,1,3,0,1,2.0333333,2,1,1,1,3ad
6,1,0,1,1,0,1,2.4833333,1,0,0,,4ad
2,1,0,1,1,0,1,1.5833334,1,0,0,1,2ad
5,1,0,1,1,0,1,1.2333333,1,0,0,3,2ad
6,1,0,1,1,0,1,1.3333334,1,0,0,4,4ad
5,0,0,1,1,0,1,.94999999,1,0,0,3,2ad
5,1,0,1,1,0,1,4.0500002,1,0,0,5,2ad
6,1,0,1,2,0,1,1.6,1,0,1,3,4ad
6,1,0,1,1,0,1,6.8333335,1,0,0,2,4ad
4,0,0,1,1,0,1,5.1999998,1,0,0,1,3ad
2,1,0,1,2,0,1,2.6833334,1,0,1,5,2ad
4,0,0,1,5,0,1,3.0333333,1,0,1,1,3ad
6,1,0,1,10,0,1,3.3166666,1,0,1,1,4ad
0,0,0,1,2,0,1,3.1333334,2,1,1,1,1ad
5,1,0,1,1,0,1,1.3666667,1,0,0,2,2ad
4,1,0,1,1,0,1,1.55,1,0,0,5,3ad
2,0,0,1,11,1,1,5.1500001,5,3,1,3,2ad
5,1,0,1,6,0,1,5.0666666,3,2,1,3,2ad
5,1,0,1,7,0,1,7.7166667,3,2,1,1,2ad
5,1,0,1,2,0,1,1.9,1,0,1,1,2ad
1,0,0,1,2,0,1,1.3833333,2,1,1,2,3ad
1,0,0,1,2,0,1,1.1833333,1,0,1,2,3ad
2,0,0,1,2,0,1,1.0833334,1,0,1,1,2ad
5,1,0,1,2,1,1,5.4499998,2,0,1,1,2ad
2,0,0,1,12,1,1,5.1166668,2,0,1,1,2ad
5,0,0,1,11,0,1,7.6166668,12,12,1,1,2ad
4,1,0,1,10,0,1,4.1833334,7,6,1,1,3ad
6,1,0,1,5,0,1,7.1166668,2,1,1,1,4ad
6,0,0,1,1,0,1,1.05,1,0,0,4,4ad
5,0,0,1,3,0,1,2.1666667,1,0,1,2,2ad
5,0,0,1,2,0,1,2.25,1,0,1,1,2ad
5,1,0,1,2,0,1,2.95,1,0,1,3,2ad
6,0,0,1,1,0,1,1.4,1,0,0,1,4ad
6,1,0,1,1,0,1,.56666666,1,0,0,3,4ad
6,1,0,1,2,0,1,2.7333333,3,2,1,2,4ad
6,1,0,1,2,0,1,2.8166666,2,1,1,5,4ad
6,1,0,1,2,0,1,7.6666665,1,0,1,1,4ad
1,0,0,1,5,1,1,9.7833338,15,13,1,1,3ad
5,1,0,1,4,0,1,2.7166667,4,3,1,3,2ad
3,1,0,1,2,0,1,1,1,0,1,5,4ad
4,1,0,1,1,0,1,.40000001,1,0,0,1,3ad
5,0,0,1,1,0,1,.64999998,1,0,0,1,2ad
1,0,0,1,2,0,1,1.5166667,2,1,1,1,3ad
6,0,0,1,1,0,1,2.8499999,1,0,0,1,4ad
4,1,0,1,1,0,1,4,2,1,0,3,3ad
2,0,0,1,2,0,1,2.1166666,1,0,1,2,2ad
6,1,0,1,10,0,1,6.1833334,4,3,1,1,4ad
4,1,0,1,2,0,1,.68333334,1,0,1,4,3ad
5,1,0,1,2,0,1,6.8333335,1,0,1,2,2ad
4,1,0,1,10,0,1,5.5833335,1,0,1,1,3ad
5,1,0,1,1,0,1,1.1166667,1,0,0,3,2ad
5,0,0,1,10,0,1,2.7833333,1,0,1,2,2ad
5,1,0,1,9,0,1,9.916667,4,3,1,1,2ad
2,0,0,1,2,0,1,1.4333333,1,0,1,3,2ad
3,0,0,1,2,0,1,.88333333,1,0,1,5,4ad
2,1,0,1,2,0,1,1.2166667,1,0,1,2,2ad
2,1,0,1,2,0,1,3.6500001,1,0,1,1,2ad
1,1,0,1,2,0,1,3.3666666,1,0,1,2,3ad
2,0,0,1,2,0,1,2.25,1,0,1,1,2ad
6,1,0,1,1,0,1,2.6500001,1,0,0,2,4ad
6,1,0,1,1,0,1,1.8333334,1,0,0,4,4ad
4,1,0,1,1,0,1,.96666664,1,0,0,3,3ad
5,1,0,1,9,0,1,20.25,1,0,1,1,2ad
5,1,0,1,1,0,1,3.1833334,1,0,0,5,2ad
5,1,0,1,1,0,1,1.95,1,0,0,4,2ad
2,0,0,1,6,0,1,7.8833332,1,0,1,1,2ad
2,1,0,1,2,0,1,1.2666667,1,0,1,1,2ad
6,0,0,1,2,0,1,1.3833333,1,0,1,3,4ad
6,1,0,1,1,0,1,1.3166667,1,0,0,2,4ad
4,0,0,1,2,0,1,1.95,1,0,1,1,3ad
5,1,0,1,1,0,1,.88333333,1,0,0,2,2ad
6,1,0,1,2,0,1,.66666669,1,0,1,5,4ad
1,0,0,1,2,1,1,5.25,3,1,1,1,3ad
1,1,0,1,5,0,1,2.4833333,1,0,1,1,3ad
6,1,0,1,2,0,1,5.1500001,2,1,1,2,4ad
5,1,0,1,2,0,1,4.5500002,1,0,1,3,2ad
4,1,0,1,1,0,1,1.1,1,0,0,1,3ad
5,1,0,1,6,0,1,5.4333334,1,0,1,1,2ad
1,0,0,1,2,0,1,1.3,1,0,1,2,3ad
5,1,0,1,1,0,1,1.2666667,2,1,0,,2ad
3,0,0,1,10,1,1,6.4666667,5,3,1,1,4ad
2,0,0,1,4,0,1,4.8499999,11,10,1,1,2ad
4,1,0,1,2,0,1,.28333333,1,0,1,1,3ad
6,1,0,1,2,0,1,.88333333,1,0,1,3,4ad
6,1,0,1,1,0,1,1.7666667,1,0,0,1,4ad
4,1,0,1,9,0,1,3.9000001,1,0,1,1,3ad
3,1,0,1,2,0,1,1.3833333,1,0,1,1,4ad
6,1,0,1,10,0,1,5.1500001,1,0,1,2,4ad
6,0,0,1,6,0,1,4.5500002,5,4,1,2,4ad
4,1,0,1,1,0,1,4.5333333,1,0,0,1,3ad
6,1,0,1,1,0,1,2.3333333,1,0,0,2,4ad
4,1,0,1,2,0,1,1.1666666,1,0,1,5,3ad
2,0,0,1,2,0,1,.94999999,1,0,1,3,2ad
2,1,0,1,2,0,1,.83333331,1,0,1,4,2ad
1,0,0,1,2,0,1,1.8166667,1,0,1,3,3ad
2,1,0,1,2,0,1,8.3833332,7,6,1,1,2ad
5,1,0,1,1,0,1,1.4833333,1,0,0,5,2ad
6,1,0,1,1,0,1,.06666667,0,0,0,2,4ad
4,1,0,1,1,0,1,.81666666,1,0,0,1,3ad
4,0,0,1,1,0,1,1.3666667,1,0,0,1,3ad
6,0,0,1,11,0,1,2.7833333,1,0,1,2,4ad
6,0,0,1,1,0,1,2.5166667,1,0,0,1,4ad
0,1,0,1,5,0,1,6.6666665,3,2,1,1,1ad
6,1,0,1,1,0,1,.61666667,1,0,0,1,4ad
1,1,0,1,4,0,1,3.1666667,4,3,1,3,3ad
4,1,0,1,1,0,1,1.65,1,0,0,2,3ad
4,1,0,1,1,0,1,1.4333333,1,0,0,5,3ad
4,0,0,1,2,0,1,.86666667,1,0,1,1,3ad
6,0,0,1,1,0,1,1.5,1,0,0,3,4ad
4,0,0,1,1,0,1,1.2166667,1,0,0,2,3ad
5,0,0,1,10,1,1,7.6666665,6,4,1,3,2ad
6,1,0,1,1,0,1,.43333334,1,0,0,5,4ad
6,1,0,1,1,0,1,2.3,2,1,0,1,4ad
5,1,0,1,1,0,1,4.6500001,1,0,0,4,2ad
5,1,0,1,1,0,1,1.1,1,0,0,1,2ad
5,0,0,1,5,0,1,3.75,3,2,1,1,2ad
4,1,0,1,2,0,1,1.1666666,1,0,1,1,3ad
1,1,0,1,2,0,1,1.1833333,1,0,1,1,3ad
4,1,0,1,1,0,1,1.75,1,0,0,5,3ad
1,1,0,1,10,0,1,3.6500001,3,2,1,3,3ad
6,1,0,1,2,0,1,4.3833332,1,0,1,1,4ad
4,1,0,1,1,0,1,1.25,1,0,0,4,3ad
6,1,0,1,1,0,1,.94999999,1,0,0,4,4ad
2,1,0,1,2,0,1,3.1833334,1,0,1,1,2ad
6,1,0,1,10,0,1,5.3666668,3,2,1,1,4ad
6,1,0,1,1,0,1,1.0333333,1,0,0,2,4ad
6,0,0,1,2,0,1,4.1333332,1,0,1,3,4ad
0,1,0,1,2,0,1,1.0166667,2,1,1,2,1ad
6,1,0,1,10,0,1,3.0666666,1,0,1,4,4ad
5,1,0,1,3,0,1,3.3666666,3,2,1,1,2ad
4,1,0,1,3,0,1,2.4333334,2,1,1,1,3ad
6,1,0,1,2,0,1,1.5166667,2,1,1,2,4ad
2,1,0,1,7,0,1,5.3833332,1,0,1,1,2ad
5,1,0,1,10,1,1,5.7666669,2,0,1,1,2ad
5,0,0,1,1,0,1,1.8,1,0,0,3,2ad
3,0,0,1,2,0,1,1.4166666,1,0,1,1,4ad
6,1,0,1,1,0,1,1.0333333,1,0,0,4,4ad
5,1,0,1,1,0,1,9.1000004,1,0,0,2,2ad
6,1,0,1,2,0,1,2.05,1,0,1,3,4ad
4,0,0,1,2,0,1,3.1833334,1,0,1,2,3ad
5,0,0,1,1,0,1,3.5,1,0,0,1,2ad
0,1,0,1,2,0,1,1.3333334,1,0,1,1,1ad
6,1,0,1,2,0,1,3.4833333,3,2,1,1,4ad
4,1,0,1,1,0,1,5.6666665,1,0,0,1,3ad
5,1,0,1,11,0,1,2.4000001,1,0,1,1,2ad
6,1,0,1,1,0,1,1.2833333,1,0,0,5,4ad
6,0,0,1,1,0,1,1.4333333,1,0,0,1,4ad
6,1,0,1,3,0,1,2.0166667,1,0,1,5,4ad
6,1,0,1,1,0,1,1.6666666,1,0,0,3,4ad
6,1,0,1,1,0,1,.88333333,1,0,0,2,4ad
1,0,0,1,2,0,1,1.7,1,0,1,3,3ad
2,1,0,1,10,1,1,3.7666667,4,2,1,1,2ad
4,0,0,1,1,0,1,1.5,1,0,0,2,3ad
6,1,0,1,2,0,1,1.0833334,1,0,1,3,4ad
4,0,0,1,2,0,1,1.0333333,1,0,1,1,3ad
4,1,0,1,2,0,1,1.1833333,1,0,1,1,3ad
4,0,0,1,3,0,1,3.5,3,2,1,1,3ad
4,1,0,1,10,0,1,6.5500002,6,5,1,1,3ad
2,0,0,1,2,0,1,1.2833333,1,0,1,1,2ad
6,0,0,1,2,0,1,2.1833334,1,0,1,1,4ad
4,1,0,1,3,0,1,2.4166667,1,0,1,1,3ad
4,0,0,1,1,0,1,1.6166667,1,0,0,1,3ad
3,0,0,1,2,1,1,8.333333,2,0,1,3,4ad
6,1,0,1,8,0,1,5.6999998,1,0,1,3,4ad
5,1,0,1,1,0,1,.94999999,1,0,0,1,2ad
4,0,0,1,6,0,1,3.7166667,3,2,1,2,3ad
3,1,0,1,6,0,1,5.1166668,4,3,1,2,4ad
4,1,0,1,1,0,1,.98333335,1,0,0,3,3ad
6,0,0,1,2,0,1,2.1833334,1,0,1,3,4ad
5,1,0,1,1,0,1,1.1,1,0,0,4,2ad
5,1,0,1,1,0,1,23.483334,1,0,0,2,2ad
4,0,0,1,3,0,1,1.4,1,0,1,2,3ad
6,1,0,1,1,0,1,.68333334,1,0,0,1,4ad
5,1,0,1,1,0,1,.81666666,1,0,0,5,2ad
4,1,0,1,7,0,1,3.5166667,1,0,1,1,3ad
6,1,0,1,1,0,1,1.65,1,0,0,3,4ad
5,1,0,1,3,0,1,2.25,1,0,1,2,2ad
6,1,0,1,1,0,1,1.2666667,1,0,0,2,4ad
1,0,0,1,6,0,1,1.7333333,1,0,1,3,3ad
1,0,0,1,2,0,1,2.4333334,2,1,1,2,3ad
3,1,0,1,4,0,1,5.6666665,3,2,1,4,4ad
6,0,0,1,4,0,1,2.8666666,3,2,1,1,4ad
2,1,0,1,2,0,1,1.3833333,1,0,1,1,2ad
4,1,0,1,9,0,1,7.9499998,12,11,1,1,3ad
5,0,0,1,1,0,1,8.8500004,1,0,0,4,2ad
6,1,0,1,3,0,1,3.4000001,1,0,1,2,4ad
6,0,0,1,2,0,1,2.9166667,1,0,1,1,4ad
2,1,0,1,10,0,1,5.8666668,1,0,1,4,2ad
4,0,0,1,11,0,1,4.5666666,5,4,1,1,3ad
5,1,0,1,1,0,1,.96666664,1,0,0,5,2ad
6,1,0,1,2,0,1,2.3333333,1,0,1,5,4ad
4,1,0,1,4,0,1,2.3,1,0,1,1,3ad
4,1,0,1,6,0,1,4.0500002,2,1,1,1,3ad
2,1,0,1,2,0,1,5.1500001,1,0,1,2,2ad
4,1,0,1,2,0,1,2.75,1,0,1,1,3ad
1,1,0,1,2,0,1,2.7,1,0,1,2,3ad
5,1,0,1,5,1,1,5.8499999,5,3,1,2,2ad
4,1,0,1,2,0,1,4.25,1,0,1,3,3ad
5,1,0,1,6,0,1,5.9666667,4,3,1,2,2ad
5,1,0,1,1,0,1,.60000002,1,0,0,4,2ad
6,1,0,1,2,0,1,1.75,1,0,1,5,4ad
4,0,0,1,10,0,1,5.1333332,1,0,1,2,3ad
3,0,0,1,1,0,1,.63333333,1,0,0,1,4ad
4,1,0,1,1,0,1,1.9333333,1,0,0,5,3ad
4,1,0,1,1,0,1,.88333333,1,0,0,3,3ad
3,1,0,1,2,0,1,1.8,1,0,1,2,4ad
6,1,0,1,8,0,1,2.4000001,1,0,1,1,4ad
4,1,0,1,5,0,1,4.8666668,3,2,1,2,3ad
4,1,0,1,1,0,1,2.95,1,0,0,3,3ad
6,1,0,1,1,0,1,1.8333334,1,0,0,1,4ad
6,1,0,1,1,0,1,3.1333334,1,0,0,2,4ad
1,0,0,1,1,0,1,1.4833333,1,0,0,2,3ad
5,1,0,1,1,0,1,3.75,1,0,0,4,2ad
5,0,0,1,2,0,1,1.55,1,0,1,4,2ad
5,0,0,1,2,0,1,1.1,1,0,1,1,2ad
6,0,0,1,3,0,1,3.7166667,2,1,1,,4ad
5,1,0,1,1,0,1,1.0333333,1,0,0,3,2ad
4,0,0,1,3,1,1,3.45,4,2,1,1,3ad
5,1,0,1,2,0,1,2.2166667,1,0,1,4,2ad
6,0,0,1,1,0,1,1.2,1,0,0,1,4ad
6,0,0,1,2,0,1,8.1166668,1,0,1,4,4ad
4,0,0,1,3,0,1,1.9666667,2,1,1,2,3ad
5,0,0,1,1,0,1,.73333335,1,0,0,4,2ad
4,0,0,1,2,0,1,1.8833333,1,0,1,1,3ad
4,1,0,1,1,0,1,1.2666667,1,0,0,5,3ad
5,1,0,1,1,0,1,1.1,1,0,0,4,2ad
6,1,0,1,2,0,1,.68333334,1,0,1,2,4ad
4,1,0,1,1,0,1,12.766666,1,0,0,2,3ad
4,0,0,1,1,0,1,1.4,1,0,0,1,3ad
6,1,0,1,1,0,1,1.3166667,1,0,0,3,4ad
4,1,0,1,2,0,1,1.4333333,1,0,1,2,3ad
5,1,0,1,20,0,1,5.4166665,6,5,1,1,2ad
5,1,0,1,1,0,1,1.8833333,1,0,0,2,2ad
4,0,0,1,12,0,1,5.4166665,2,1,1,2,3ad
4,1,0,1,1,0,1,1.9833333,2,1,0,5,3ad
2,1,0,1,2,0,1,1.15,1,0,1,1,2ad
6,0,0,1,2,0,1,1.2,1,0,1,3,4ad
3,1,0,1,2,0,1,3.3166666,1,0,1,1,4ad
3,1,0,1,7,0,1,2.9166667,1,0,1,3,4ad
6,1,0,1,1,0,1,2.0166667,1,0,0,2,4ad
4,1,0,1,1,0,1,9.3999996,1,0,0,3,3ad
6,1,0,1,1,0,1,1.8333334,1,0,0,3,4ad
3,0,0,1,2,0,1,2.6333334,1,0,1,3,4ad
4,1,0,1,1,0,1,6.2833333,1,0,0,2,3ad
1,0,0,1,3,0,1,7.5333333,3,2,1,1,3ad
4,0,0,1,2,0,1,4.0666666,1,0,1,1,3ad
4,1,0,1,1,0,1,.64999998,1,0,0,2,3ad
6,1,0,1,8,0,1,5.3499999,2,1,1,1,4ad
2,0,0,1,2,0,1,5.9833331,1,0,1,5,2ad
6,1,0,1,1,0,1,.85000002,1,0,0,3,4ad
6,0,0,1,1,0,1,12.266666,2,1,0,1,4ad
5,1,0,1,4,0,1,15.166667,4,3,1,1,2ad
5,1,0,1,1,0,1,2.0666666,1,0,0,3,2ad
6,0,0,1,1,0,1,1.7,1,0,0,1,4ad
1,1,0,1,2,0,1,1.1833333,1,0,1,1,3ad
4,1,0,1,1,0,1,2.2,1,0,0,1,3ad
6,0,0,1,1,0,1,6.4833331,1,0,0,3,4ad
4,1,0,1,1,0,1,1.3333334,1,0,0,1,3ad
5,1,0,1,2,0,1,2.1833334,1,0,1,1,2ad
3,0,0,1,3,0,1,.91666669,1,0,1,3,4ad
6,1,0,1,1,0,1,1.2,1,0,0,5,4ad
2,0,0,1,2,0,1,1.0333333,1,0,1,3,2ad
5,1,0,1,1,0,1,.69999999,1,0,0,1,2ad
3,0,0,1,2,0,1,1.9833333,1,0,1,2,4ad
5,1,0,1,6,0,1,5.8833332,2,1,1,1,2ad
5,0,0,1,10,0,1,4.2666669,4,3,1,2,2ad
6,0,0,1,1,0,1,2.1666667,1,0,0,3,4ad
6,1,0,1,2,0,1,8.2833338,1,0,1,5,4ad
5,1,0,1,1,0,1,.73333335,1,0,0,5,2ad
6,0,0,1,1,0,1,1.1333333,1,0,0,2,4ad
5,1,0,1,1,0,1,.69999999,1,0,0,4,2ad
4,1,0,1,2,0,1,7.0666666,1,0,1,5,3ad
6,1,0,1,1,0,1,.75,1,0,0,1,4ad
4,0,0,1,1,0,1,2.1166666,1,0,0,1,3ad
6,0,0,1,1,0,1,.75,1,0,0,1,4ad
1,0,0,1,6,0,1,5.4000001,3,2,1,4,3ad
4,1,0,1,5,0,1,3.2,3,2,1,1,3ad
4,1,0,1,6,0,1,5.4333334,2,1,1,1,3ad
5,0,0,1,3,0,1,1.2833333,1,0,1,2,2ad
5,0,0,1,1,0,1,1.8166667,1,0,0,5,2ad
6,0,0,1,3,0,1,1.6666666,2,1,1,2,4ad
6,1,0,1,2,0,1,2.3833334,1,0,1,1,4ad
2,0,0,1,2,0,1,4.3333335,4,3,1,2,2ad
6,1,0,1,1,0,1,.81666666,1,0,0,1,4ad
2,0,0,1,8,1,1,3.3166666,5,3,1,1,2ad
6,0,0,1,1,0,1,5.7833333,2,1,0,1,4ad
2,0,0,1,2,0,1,1.65,1,0,1,2,2ad
4,0,0,1,1,0,1,1.0333333,1,0,0,5,3ad
4,1,0,0,2,0,0,3.6333334,3,3,1,2,3ad
4,0,0,0,4,0,0,3.05,2,2,1,2,3ad
2,0,0,0,5,0,0,3.5,2,2,1,3,2ad
0,0,0,0,5,0,1,5.5,5,4,1,1,1ad
2,0,0,0,2,0,0,1.8333334,1,1,1,1,2ad
3,1,0,0,10,0,0,5.5333333,5,5,1,2,4ad
2,1,0,0,2,0,0,5.0833335,1,1,1,4,2ad
1,1,0,0,1,0,0,1.5833334,1,1,0,3,3ad
