asin,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Tags,passed_price_check,position,Description,ID,Regular Price,author,Categories,Images
B09C66SKLH,simple,black113,Black Cop's Kid,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-8,"Growing up in New York City in the 1950s and 1960s, Kareem Abdul-Jabbar listened to jazz, watched Jackie Robinson at Ebbets Field, and saw a Black pop-culture icon in a TV western. It kick-started Kareem's interest in a rich history erased by white educators. It also sparked his activism. During these years, as Kareem struggled with racism, visibility, and justice, his father's presence loomed large with purpose. He was a Black cop weathering a complicated conflict of loyalties during the most tumultuous civil rights upheaval the country had ever been through. Now, at a time when his powerful voice is needed the most, Kareem shares his unique perspective from the front lines of sixty years of social change, not just as an activist, but as a son, an athlete, a writer, and a Black man in America.",113,1.99,Kareem Abdul-Jabbar,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/113.jpg
B088LM4ZJ5,simple,protecting213,Protecting You,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-8,"Grace Miles misses her easy friendship with Asher, but growing up means growing apart. And really, how could he fall for her when they spent their childhood getting muddy in the creek and splitting sticks of gum? But this summer, something feels different. If Grace didn't know better, she'd think Asher was flirting with her. Those dark eyes, hard body, and wicked smile make her insides swirl and her heart dare to hope for things she's convinced herself she'll never have.\n\nFalling for your best friend shouldn't be complicated, but for Asher Bailey, loving Grace is anything but simple. The road to romance isn't smooth thanks to his pack of wild brothers who are protective of the girl next door, a take-no-sass grandmother, a small town where gossip is a spectator sport, and a feud that spans generations. But Asher realizes his feelings are too big to ignore.\n\nLoving her isn't the risk. Losing her would be.\n\nAnd one night, one kiss, changes everything. Finally admitting their feelings is the beginning of their happily ever after. Until their fairy tale love story is tragically interrupted, and neither of them will ever be the same.",213,2.99,Claire Kingsley,Romance,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/213.jpg
B08NF7XRZK,simple,conviction313,Escaping Conviction,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-8,"He walked away once- he won't make that mistake again.\n\nFormer MF7 Operative Jason Stone is back in town and he can't stop thinking about the woman he left behind: Jules Bellerose. She's the love of his life, the one that got away- but he's the bullet she dodged.\n\nEver since he ghosted her, Jules has made a name for herself, arguing for second chances in every courthouse across the southeast. When Jason's sister goes missing, he's the prime suspect, and he needs the best defense attorney there is. Good thing he still remembers her number.\n\nJules swore off love after Jason broke her heart. Defending her clients is her main priority now. But when her past collides with her present, it gets harder to believe that Jason is ""just a client."" Especially after one heated argument in particular becomes much, much more.\n\nWhen her own life is in danger, the tables turn and she has to depend on Jason to be her protector again. Self-control is impossible when it's just the two of them, but what will he think of her after she confesses her own secrets?\n\nOnly one thing is for certain.\n\nKeeping her hands off her new client will be the toughest case she's had yet.",313,1.49,Greer Rivers,Mystery/Thriller,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/313.jpg
B094TZC6SY,simple,dragon413,A Dragon's Chains,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-8,"Dragons are slaves.\n\nUsing stolen magic, the human Kingdom of Rolm has risen to power on the backs of the world's most formidable predator, but that is about to change. Bayloo is the first of the free dragons. Born into slavery, his shackled mind has awoken to find a human giving him orders and his race enthralled to an evil king. The world shall now face the rage of dragons.\n\nExperience a fearsome struggle of magic and cunning between humans and dragons, where victory will determine the fate of the world.\n\nA fantasy epic.",413,2.99,Robert Vane,Fantasy,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/413.jpg
B07WKBZQMZ,simple,nepenthe513,Nepenthe,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-8,"""It will take the whole night at least,"" he said, ""to implant all my eggs.""\n\nThe colony planet is a death trap. Only the tiniest fraction of humanity survives the gruesome rejection virus.\n\nAnd then the aliens arrive.\n\nThe Nepenthe, too, seek a new home world, but discover instead a species capable of incubating their precious eggs: humans.\n\nThe two dying races can either reach an agreement to help each other live on - or prepare for extinction.",513,2.99,Octavia Hyde,Science Fiction,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/513.jpg
B08YZ6689X,simple,leopard114,The Man Eating Leopard of Rudraprayag,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-7,"An exciting narrative of a leopard that spread terror through five hundred square miles of the hills of the United Provinces, The Man-eating Leopard of Rudraprayag also takes a detailed look at life in the Garhwal region of India. The Man Eating Leopard of Rudraprayag is often considered the most exciting of all Corbett's jungle tales. He gives a carefully-detailed account of a notorious leopard that terrorized life in the hills of the colonial United Provinces. This story represents Corbett's most sustained and unique effort.",114,1.49,Jim Corbett,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/114.jpg
B09BNSDMK1,simple,mountain214,The Mountain Man's Mail-Order Surprise,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-7,"As an orphan who was raised by the Chippewa Indian tribe, Garrett Harding has grown up caught between two worlds.\nBelonging to neither the Chippewa people nor the nearby settlement of Iron Creek, Garrett has lived apart from both communities, welcoming the solitude of a life spent alone.\nBut now, he has had enough of the loneliness-now, Garrett wants a wife.\nKaty Jones is desperate.\nAfter a deadly pandemic left her a widow, Katy now finds herself trapped in a disease-ridden town.\nShe is desperate to flee before she falls victim to the same sickness that recently took the life of her husband-but her rebellious marriage left her disowned from her family, and now Katy has no one to turn to for protection or help.\nNeeding a way out of town fast, Katy advertises as a mail-order bride, and it seems that fortune is on her side when Garrett sends her his reply.\nHer journey to meet him in his homeland is a troubled one, but once she arrives, Garrett is there with his kindness and support, and Katy is hopeful for their future together.\nBut Katy is carrying a life-changing secret that she must keep from Garrett until after their wedding.\nAs their connection deepens, her guilt for deceiving Garrett begins to overwhelm her need for secrecy.\nBut if he learns the truth, Katy knows that Garrett might reject her and cast her out-and there is too much at stake for her to risk that.\nBut how long will she be able to keep the truth from her husband-to-be?'",214,0.99,Karla Gracey,Romance,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/214.jpg
B07PDMLHHP,simple,autumn314,Black Autumn,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-7,"A Special Forces commando returns home from combat to America on the edge of apocalypse. He and his family land a gig running security for a wealthy clan of survivors, yet most of the group struggles to make peace with the sudden death of modern sensibilities and woke culture.\n\nCan a few salty warfighters convince plastic surgeons, realtors and human resource managers that they must pick up their guns and fight or their families will die?\n\nGreen Beret, Jeff Kirkham, and his buddies think they're locked and loaded for yet another war, but nothing can prepare them for the runaway violence of America after a cascade of terrorism, government blunder and Facebook nastiness strips away the urban dreamscape.\n\nAt what point do everyday people turn the corner and become warriors?""",314,0.99,Jeff Kirkham,Mystery/Thriller,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/314.jpg
B07F3DY9WQ,simple,unbound414,Unbound,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-7,"With the aid of a canine brigade, \ncan a charade \nkeep the apocalypse away? \n\nSloane Delaney struggles to keep her daughters safe in an apocalyptic dawn.\nAided by a pack of abandoned dogs, they maintain a dangerous charade to keep looters at bay.\nBut then, corrupt agents arrive, threatening their hard-won sense of security.\nFleeing for a safe haven, Sloane doesn't count on trusting a stranger.",414,2.99,A. R. Shaw,Fantasy,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/414.jpg
B09B7KDTZV,simple,exodus514,Exodus,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-7,"The End Has Arrived\n\nThe civilization of man has fallen. A mindless alien race has swept across the colonies, consuming structures and people along the way. As humanity stands on the brink of destruction, we have one hope to preserve what's left of our culture and very lives. The Passage.\n\nOne of the greatest scientific achievements of humanity, a gateway that will hyper-accelerate our faster than light drives so we can cover an unimaginable distance. A new home waits beyond, one far from our aggressors. But can we escape the desolation of our old empire before it's too late?'",514,0.99,John Walker,Science Fiction,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/514.jpg
B09BKTKLD1,simple,keeping115,Keeping Each Other Alive,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-6,"At the height of the Vietnam war, the U.S. Army drafted Norman Hile out of law school, trained him to be an artillery officer, and in August 1970 sent him to serve a one year combat tour in South Vietnam's I Corps, where the war was hottest. ""Keeping Each Other Alive"" is Hile's memoir of that combat tour. Quoting from letters he wrote home from the field, using photos he personally took of combat operations, and recounting his memories of that unforgettable year in war, Hile describes what it felt like to be an artillery forward observer in the field with an infantry company, and then an aerial observer in light planes and helicopters flying over enemy territory.\n""Keeping Each Other Alive"" is a very personal account of what one soldier endured in a war that had already been lost when he arrived to fight it. Hile recounts the terror of nighttime mortar attacks, sweltering in Vietnam's tropical heat and humidity while carrying a heavy pack, trying to spice up C-rations, surviving a monsoon storm on a mountainside, providing aerial cover for a convoy heading to see Bob Hope's Christmas show, and being one of the first to arrive overhead at Firebase Mary Ann to witness one of the war's worst debacles. Hile's memoir allows the reader to experience not just the conditions that soldiers in the Vietnam war withstood, but also crackles with flashes of insanity, pathos and humor that soldiers in that war were bound to experience while trying to keep themselves and each other alive.",115,2.99,Normal Hile,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/115.jpg
B08TMCGYKR,simple,secrets215,Secrets At The Last House Before The Sea,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-6,"Back in the tiny seaside village of Heaven's Cove after the death of her mother, all Rosie Merchant wants is to hide her tears, rent out her childhood home, and get back to her 'real' life, away from the gossiping villagers and wild Devon weather she escaped from years ago.\n\nShe's surprised to find a smiling man in hiking boots - local farmer Liam - waiting on the stone doorstep. His kind offer to help clear crumbling, isolated Driftwood House is hard to refuse, and despite Rosie's determination not to let anyone get close, soon they're walking and laughing together along the clifftops. As clouds scud across the endless sky and green waves crash against the shore, Rosie is reminded that nowhere is more beautiful than home.\n\nThen, up in the attic of Driftwood House, Rosie stumbles across a photo which exposes the heart-stopping truth about how her mother came to live at Driftwood House years ago- and Liam only seems concerned about the implications for his own nearby farm. Did he know this painful secret all along, and should she run from Heaven's Cove for good? Or will facing up to her devastating family history mean Rosie can finally put down roots in this beautiful place?'",215,2.99,Liz Eeles,Romance,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/215.jpg
B09L6VQ1Y1,simple,shore315,The Girls On The Shore,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-6,"It was winter. Cold and clear, a different sort of day for this coast where the westerly winds usually blew rain and cloud.\n\nDetective Inspector Matthew Venn is standing by his kitchen window when he first spots them. Two young girls, facing away from him, seemingly staring towards something in the distance. They are holding hands, and they are alone.\n\nThough not a natural with children, Matthew knows he must find out why the girls are here, on a school day, unsupervised. And so he meets Olivia and Imogen, a pair of sisters whose secrets Matthew must uncover if he hopes to get them home.",315,0.99,Ann Cleeves,Mystery/Thriller,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/315.jpg
B00UWEP842,simple,whispers415,Whispers Of Ruin,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-6,"A trader of secrets. A king's demise before his time. The dragon god threatening to consume the world...\n \nIn a city divided by schemes and treachery, Airene the Finch is a penniless commoner scraping a living through a trade in valuable secrets. Despite coming from a debt-ridden family, she has claimed a sliver of notoriety through her relentless ambition and ingenuity.\n \nBut Airene has always yearned for more. She wishes to be a Verifier of Truth, part of an ancient order that uncovers corruption at the highest echelons of society. She longs to bring justice to an unjust world.\n \nSo when her nation's figurehead ruler dies under suspicious circumstances, Airene seizes her opportunity. Her search for the truth behind the ruler's death will bring her into conflict with outlaw sorcerers, underground societies, corrupt politicians - and far deadlier dangers.\n \nCan Airene uncover the plot and stop the forces behind it, or will the price of victory be too high to pay?""",415,2.99,J.D.L Rosell,Fantasy,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/415.jpg
B08X3T431S,simple,freedom515,Starship Freedom,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-6,"The starship Freedom was once a mighty warship. Today she's a tourist attraction. The space wars ended long ago. The Freedom is now a flying museum. The tourists love it. The Changing of the Guard, the starfighter aerobatics, the starboard cannon salute . . . it's the best show in the galaxy.\n\nJames King commands the starship Freedom. He hates his job. He was a real soldier once. Back when the Freedom was a real warship. He never imagined himself running a tourist trap. Right after Christmas, he plans to retire.\n\nThen, on Christmas day, the aliens attack. Horrifying aliens. Creatures of claws, fangs, and endless malice. Within hours, they devastate Earth's military. Millions die.\n\nSo much for retirement.\n\nThe aliens spare the starship Freedom. After all, she's only a tourist attraction. But not to Commander King. He will get his beloved starship battle-ready. He will enter the fight. The Freedom will fly to war again!""",515,2.99,Daniel Arenson,Science Fiction,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/515.jpg
B073P4ZYKW,simple,waco116,Waco: A Survivor's Story,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-5,"Twenty-five years ago, the FBI staged a deadly raid on the Branch Davidian compound in Waco. Texas. David Thibodeau survived to tell the story.\n\nWhen he first met the man who called himself David Koresh, David Thibodeau was a drummer in a local a rock band. Though he had never been religious in the slightest, Thibodeau gradually became a follower and moved to the Branch Davidian compound in Waco. He remained there until April 19, 1993, when the compound was stormed and burned to the ground after a 51-day standoff with government authorities.\n\nIn this compelling account -- now with an updated epilogue that revisits remaining survivors--Thibodeau explores why so many people came to believe that Koresh was divinely inspired. We meet the men, women, and children of Mt. Carmel. We get inside the day-to-day life of the community. We also understand Thibodeau's brutally honest assessment of the United States government's actions. The result is a memoir that reads like a thriller, with each page taking us closer to the eventual inferno.",116,2.99,David Thibodeau,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/116.jpg
B09B1QDRVW,simple,paris216,The Lost Girl In Paris,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-5,"As Nazis patrol the streets of the French capital, Tiena is alone, desperate and on the run. After defending herself against the force of an officer, she must find a new identity in order to survive.\n\nAn accidental meeting with members of the Resistance gives her a lifeline, as she is offered the chance to reinvent herself as perfumer Angeline De Cadieux.\n\nHowever Angeline will never forget what happened to her, and will do everything she can to seek revenge. But vengeance can be a dangerous game, and Angeline can only hide her true identity for so long before her past catches up with her, with some devastating consequences...\n\nParis, 2003. When the opportunity arises for aspiring journalist Emma Keane to interview world renowned perfumer Madame De Cadieux about her life during World War Two, she is determined to take it. There are secrets from her own family history that she hopes Angeline may be able to help unlock.\n\nBut nothing can prepare Emma for Angeline's story, and one thing is for certain - it will change her own life forever-\n\nAn absolutely heartbreaking, unforgettable historical novel of war, sacrifice and survival. Perfect for fans of Suzanne Goldring, Ella Carey and Catherine Hokin.",216,0.99,Jina Bacarr,Romance,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/216.jpg
B09S3BXBWQ,simple,bosch316,Hieronymus Bosch: A Mysterious Profile,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-5,"In this short work, Michael Connelly delves into the origins of his famed police detective,-how he faced down the horrors of his childhood (a background story that was based on the life of another renowned crime writer); his past as a tunnel rat in Vietnam; and why jazz is his soundtrack. Connelly also shares the story of how his character Hieronymus Bosch came to be named after a fifteenth-century Flemish painter, and how his own youthful experiences of fear led to his literary creation. Those who have followed the cases of this tough cop more interested in justice than ambition will find much to enjoy and to ponder in this behind-the-scenes account.",316,2.99,Michael Connelly,Mystery/Thriller,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/316.jpg
B06XW9XJD5,simple,novice416,Path Of A Novice,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-5,"A fearless young warrior with a shrouded past. An implacable traitor to the throne. The path towards a destiny only a god foresaw.\n\nFel'annar is a young immortal, embarking on his first patrol into the Deep Forest as a novice warrior.\n\nHalf-Silvan, half-Alpine, he battles the enemy from without, and the prejudice from within. But he learns more than just warfare when an arcane power begins to emerge, one he cannot control.\n\nWhile friendships are forged, and allies strive to protect him in secret, a destiny unfolds, one that is tied to a past he knows nothing about. For others though, it is only a matter of time before the truth is revealed and the danger becomes real.\n\nLord of the Rings, Final Fantasy and a touch of Terry Brook's Shannara. If you love high fantasy worlds with compelling characters on a dangerous mission, you can't miss Path of a Novice, the first instalment in the international best-selling epic fantasy series, The Silvan Saga.",416,2.99,R.K. Lander,Fantasy,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/416.jpg
B08H1F2L7F,simple,prince516,Her Alien Prince,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-5,"I was sent to make contact with aliens- I never expected one to claim me as his mate.\nWhen I get the chance to be part of a first-contact mission to space, I jump at it. I need a break from my life back on Earth. From the lie of my marriage. From the heartbreak of betrayal.\n\nBut after we crash on a planet far from our planned destination, everything changes. Stranded in an unforgiving wilderness, I suddenly find myself hoping extraterrestrial life doesn't exist.\n\nNo such luck.\n\nAs I search for a way to rejoin the other survivors, I fall-literally-into the lap of a massive alien warrior with metallic blue skin and cat-like eyes. He's- gorgeous. Mesmerizing. I can't stop staring at him, and he seems just as fascinated by me.\n\nActually, he seems more than fascinated. The way he looks at me is possessive and protective, and even though I can't understand his words, his voice sends shivers down my spine.\n\nI don't understand what's happening between us, but I do know one thing: he's the best shot I have at finding a way back home.\n\nThe only problem is, I'm not so sure anymore that I want to leave.",516,0.99,Presley Hall,Science Fiction,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/516.jpg
B08XPTR4VL,simple,where117,Where Away,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-4,"On 4th February 1942, the cruiser USS Marblehead was with an American-British-Dutch-Australian fleet patrolling the waters around the Dutch East Indies when thirty-six enemy bombers were sighted. In the ensuing battle, the Marblehead received two direct hits, and fires swept through the ship. She listed dangerously to starboard and her rudder also jammed meaning that she stuck circling full speed to port. Even through the scorching heat of battle, the gunners continued fighting and the crew helped the wounded and managed to bring the fires under control. It was after this deadly, near-catastrophic inferno that the Marblehead received its unofficial motto: ""Battered but never broken.'",117,0.99,George Sessions Perry,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/117.jpg
B09T3HP4RL,simple,duke217,A Perfect Lady For The Beastly Duke,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-4,"Scarred and disfigured, Duke Justin knows how cruel the ton can be. Deciding that he won't tolerate society's cruelties any longer, he does the unthinkable: he attends a ball disguised as a painter and he sets his plan in place. He paints a woman as a monstrous beast. And because of him, her reputation is ruined-\n\nDetermined to make things right again, he offers to marry her in order to save her.\n\nLady Alexandra was the perfect woman. Beautiful, elegant, kind, well-mannered. But the moment her sister eloped with the gardener and stole her dowry, her future has been in ruins. And when she's nicknamed ""The Monstrous Lady"", her prospects of a happy future have disappeared. But when a Duke offers to marry her, she has no other option but to accept-\n\nAs Alexandra and Justin marry, they're met with a new obstacle. Justin needs to keep his secret well-hidden, or else he'll lose his timid wife forever-'",217,0.99,Hanna Hamilton,Romance,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/217.jpg
B09QKV5MF2,simple,laird317,Death of a Laird,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-4,"When Sergeant Hamish Macbeth is sent to investigate reports that the wealthy new laird of the remote Naglar House has disappeared, north-west Scotland is hit by the worst storm in living memory. The road is washed away, phone lines are down, mobile reception is dead and his police radio is out of order. He is trapped with the laird's high-class house guests. Then he discovers the laird's body.\n\nForced to remain overnight at the house, Hamish interviews each of the guests and pieces together an alarming picture of clandestine infidelity, vicious jealousy, deadly revenge, lust, greed and fear. It begins to look like all of the guests had good reason to want the laird dead, but which one of them actually did the deed?""",317,1.99,M. C. Beaton,Mystery/Thriller,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/317.jpg
B08RF2HFS9,simple,abducted417,Abducted: A Hades And Persephone Romance,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-4,"I had a one-night stand with the devil. Now he thinks I'm his wife.\n\nI snuck into a masquerade ball and did something reckless with a man dressed as Hades. How was I supposed to know it wasn't a costume?\n\nWhen I ran away, I thought that was the end. But he's abducted me to a beautiful palace in hell.\n\nHades claims we're married, but I just want to escape. To earn my freedom, I must perform three impossible tasks.\n\nIf I fail, I will stay with him forever.\n\nThe more time I spend in hell, the more difficult Hades becomes to resist, especially when he comes at my bedside at night. His kisses set me alight, his touch awakens something within me thats hotter than hellfire.\n\nIf I succumb to his seductive ways, I might forget why I want to leave.",417,2.99,Bella Klaus,Fantasy,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/417.jpg
B08Y826WCX,simple,prime517,Prime Example,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-4,"Even the best bounty hunter in the galaxy can be surprised by the unexpected.\n\nAttacked and left for dead in the blackness of space, bounty hunter Kole Anwynn races to pursue the ship that came out of nowhere. There are many in the galaxy who would want him dead, but his wounded pride won't let him forgive the attempt.\n\nWhen the trail leads him to a backwater planet on the galactic Rim, he goes in search of a local guide. The young taxi driver, with her pink dreadlocks and equally vibrant personality, uses her knowledge of the underworld to assist his hunt for the unknown assassin. From a small-time crime boss to a web of intrigue that spreads across dozens of systems, they have their work cut out for them. Treachery and betrayal await Kole, along with a choice that he never thought to face.\n\nWill the end of his hunt be more unexpected than the beginning?""",517,2.99,Tim Rangnow,Science Fiction,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/517.jpg
B08ZWXW3YK,simple,lead118,Take The Lead,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-3,"Jessica Simpson collected so much emotional baggage over the course of her life that she began to feel like she couldn't carry anything else. She knew she needed to confront her fears. She made a to-do list for the life she wanted. No more struggling to please everyone else. No more dulling the pain. No more avoiding the scary stuff. From now on, she'll focus only on the expectations she has for herself. With her inviting warmth and trademark intimacy, Jessica reflects on the example of her daughters and son, reclaiming her power and taking the lead in her own life.",118,1.99,Jessica Simpson,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/118.jpg
B09RGF9C5P,simple,destiny218,Their Destiny's Rocky Road,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-3,"Hannah Welsh's life is far from perfect, but she is happy until her mother's illness shatters their joy and separates them tragically. Hannah knows that the Wild West is not the right place for a woman left alone grieving, so she decides to find her estranged father, hoping to keep her safe. Left with almost no money and hope, she recruits an infamous bounty hunter to accompany her on her journey. Although their connection seems to be instant, Hannah is scared that he will betray her-\n\nWill the man she just met but has to trust, sacrifice her for his own needs?\n\nRobert Stein, a notorious bounty hunter, is facing a heartbreaking dilemma; his little sister desperately needs his help and support, but Robert believes that while he can easily track down a wanted man, he's not competent to raise a child. To complicate things, his latest client, Hannah Welsh, is drawing his attention in a way he's never experienced before. He cannot deal with this distraction though while he chases down criminals and puts his life in danger-\n\nCan she be the reason he needs to give a chance on romance?\n\nAn unforeseen obstacle appears for the couple, in the form of Robert's sworn enemy, who targets their newborn and growing affection. Will they be strong enough to put aside their fears and overcome the challenging circumstances to be together? Will their love prove to be greater than the enemies set against them?'",218,0.99,Ellen Knightley,Romance,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/218.jpg
B0839JDRW9,simple,paradise318,Saving Paradise,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-3,"""To tourists Hawaii is an air-conditioned tanning booth with shopping, booze, bikinis, and lots of smiling low-paid help. The real Hawaii is something else...\nWhen a beautiful journalist drowns mysteriously off Waikiki, former Special Forces veteran Pono Hawkins, now a well-known Hawaii surfer and international surfing journalist, quickly gets embroiled in trying to solve her death. What he learns soon targets him for murder or life in prison as a cabal of powerful corporations, foreign killers and crooked politicians focuses the blame on him.\nHaunted by memories of Afghanistan, and determined to protect the Hawaii he loves from dirty politics tied to huge destructive energy developments, Pono turns to Special Forces buddies and his own skills to fight his deadly enemies, trying to both save himself and track down her killers.\nA national US best-seller, Saving Paradise is alive with the sights, sounds and history of Hawaii, is a rich portrait of what Pono calls ""the seamy side of paradise"", and a relentless thriller of politics, lies, manhunts and remorseless murder.",318,2.99,Mike Bond,Mystery/Thriller,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/318.jpg
B091WQDLGF,simple,kingdoms418,Kingdoms At War,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-3,"As a cartography student, Jak has always dreamed of finding the lost dragon gate and exploring and mapping distant worlds.\n\nDeveloping magical powers and becoming a powerful wizard? Not a chance.\n\nWizards are cruel and inhumane, warring with each other from their great sky cities and keeping most of humanity enslaved. Jak wants nothing to do with them.\n\nBut when he and his archaeologist mother unearth the gate, they attract the attention of the very wizards they sought to avoid. Even more troubling, Jak starts developing magical powers of his own, powers that could rival those of the great rulers.\n\nFate may have given him the opportunity to change the world.\n\nBut the wizard rulers don't like change, and when they detect threats, they send their elite assassins to eliminate them.\n\nIf Jak can't unlock the power of the gate, and the powers within himself, the world will remain enslaved forever.",418,0.99,Lindsay Buroker,Fantasy,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/418.jpg
B00AKIOFD0,simple,sun518,Long Walk To The Sun,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-3,"In this alternate history adventure set in WW2's early days, a crippled US military struggles to defend vulnerable Australia against the unstoppable Japanese forces. When a Japanese regiment lands on Australia's desolate and undefended Cape York Peninsula, Jock Miles, a US Army captain disgraced despite heroic actions at Pearl Harbor, is ordered to locate the enemy's elusive command post.\n\nConceived in politics rather than sound tactics, the futile mission is a ""show of faith"" by the American war leaders meant to do little more than bolster their flagging Australian ally. For Jock Miles and the men of his patrol, it's a death sentence: their enemy is superior in men, material, firepower, and combat experience. Even if the Japanese don't kill them, the vast distances they must cover on foot in the treacherous natural realm of Cape York just might. When Jock joins forces with Jillian Forbes, an indomitable woman with her own checkered past who refused to evacuate in the face of the Japanese threat, the dim prospects of the Allied war effort begin to brighten in surprising ways.",518,2.99,William Grasso,Science Fiction,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/518.jpg
B00B0XRARM,simple,godfather119,The Making Of The Godfather,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-2,"With equal parts cynicism and humor, Puzo recounts the book deal and his experiences in Hollywood while writing the screenplay for the movie. Francis Ford Coppola, Robert Evans, Peter Bart, Marlon Brando, and Al Pacino all make appearances-as does Frank Sinatra, in his famous and disastrous encounter with Puzo.",119,0.99,Mario Puzo,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/119.jpg
